RKUB 2.5,27300.0
RKUB 1.5,70800.0
RKUB 6,8700.0
RKUB 2.5 RØD,27300.0
RKUB 1.5 RØD,35400.0
RKUB 1.5 GUL,35400.0
RKUB 6 GUL,8700.0
