RKUB 2.5,18200.0
RKUB 1.5,70800.0
RKUB 6,5800.0
RKUB 2.5 RØD,18200.0
RKUB 1.5 RØD,35400.0
RKUB 1.5 GUL,35400.0
RKUB 6 GUL,5800.0
