RKUB 2.5,48900.0
RKUB 1.5,123000.0
RKUB 6,26900.0
RKUB 2.5 GUL,7900.0
RKUB 2.5 RØD,41000.0
RKUB 1.5 GUL,43500.0
RKUB 1.5 RØD,79500.0
RKUB 6 RØD,9100.0
RKUB 6 GUL,17800.0
