RKUB 2.5,26100.0
RKUB 1.5,8100.0
RKUB 6,12000.0
RKUB 2.5 GUL,7900.0
RKUB 2.5 RØD,18200.0
RKUB 1.5 GUL,8100.0
RKUB 6 GUL,12000.0
